id,uid,zone,use_type,installed,material,joint,lining,diameter,d_cat,length_m
68,83636331-f6f5-11ec-ae03-54bf6483bcd3,062655,dist,2008,Ductile Iron,,CL,12.000000000000000,S,482.933514471203000
69,8363ff7f-f6f5-11ec-9b8c-54bf6483bcd3,052527,dist,1999,Ductile Iron,RG,CL,18.000000000000000,M,221.944346337429000
70,836474a5-f6f5-11ec-ba77-54bf6483bcd3,062614,dist,1979,Cast Iron,RG,CL,12.000000000000000,S,1227.449466784090000
71,8364e9d2-f6f5-11ec-b948-54bf6483bcd3,062610,dist,1977,Ductile Iron,,CL,6.000000000000000,S,845.275680353705000
72,83658616-f6f5-11ec-9db3-54bf6483bcd3,052513,dist,1956,Cast Iron,,,10.000000000000000,S,234.277515649097000
73,8365d433-f6f5-11ec-bdde-54bf6483bcd3,052502,dist,1960,Steel,WJ,CL,21.000000000000000,M,30.591281990796000
74,8366707d-f6f5-11ec-b749-54bf6483bcd3,074407,dist,1967,Ductile Iron,,CL,9.000000000000000,S,469.341388457502000
75,8366e5d1-f6f5-11ec-9d4e-54bf6483bcd3,063910,dist,1962,Steel,,,16.000000000000000,M,102.602122796523000
76,83675aec-f6f5-11ec-b0d2-54bf6483bcd3,052524,dist,1998,Steel,,,24.000000000000000,M,77.752396068701900
77,8367f723-f6f5-11ec-9aa1-54bf6483bcd3,052533,dist,1948,Ductile Iron,,CL,11.000000000000000,S,411.946172557368000
78,83686c4f-f6f5-11ec-88af-54bf6483bcd3,052502,dist,1972,Ductile Iron,,CL,12.000000000000000,S,73.544514142304300
79,8368e18a-f6f5-11ec-be69-54bf6483bcd3,074407,dist,1964,Ductile Iron,,CL,6.000000000000000,S,531.696074381344000
80,8369a4ce-f6f5-11ec-8098-54bf6483bcd3,062614,dist,1959,Ductile Iron,,CL,24.000000000000000,M,1623.015537724850000
81,836a4114-f6f5-11ec-985e-54bf6483bcd3,052524,dist,2017,Cast Iron,RG,CL,8.000000000000000,S,173.210005637306000
82,836ab51d-f6f5-11ec-abed-54bf6483bcd3,052513,dist,1975,Ductile Iron,RG,CL,18.000000000000000,M,692.975803037134000
83,836b2b7c-f6f5-11ec-b8c3-54bf6483bcd3,052513,dist,1973,Ductile Iron,,CL,15.000000000000000,M,143.248597797044000
84,836ba0bc-f6f5-11ec-9e33-54bf6483bcd3,052513,dist,1987,Ductile Iron,RG,CL,7.000000000000000,S,540.569419860773000
85,836c3ce6-f6f5-11ec-b721-54bf6483bcd3,074403,dist,1993,Ductile Iron,,CL,1.000000000000000,S,777.001800786580000
86,836cb223-f6f5-11ec-892e-54bf6483bcd3,074403,dist,1982,Ductile Iron,,CL,10.000000000000000,S,682.141177973700000
87,836d2742-f6f5-11ec-8903-54bf6483bcd3,062649,dist,1986,Ductile Iron,,CL,2.000000000000000,S,187.630484244799000
88,836dc38a-f6f5-11ec-97c2-54bf6483bcd3,062649,dist,1989,Ductile Iron,,CL,2.000000000000000,S,179.847243825771000
89,836e38b2-f6f5-11ec-b8e1-54bf6483bcd3,075403,dist,1992,Ductile Iron,,CL,7.000000000000000,S,138.758790230411000
90,836eadff-f6f5-11ec-ab13-54bf6483bcd3,075516,dist,1985,Cast Iron,,,5.000000000000000,S,546.693389566891000
91,836f4a23-f6f5-11ec-8359-54bf6483bcd3,052513,dist,1985,Steel,WJ,CL,3.000000000000000,S,1069.518255482960000
92,836fbf62-f6f5-11ec-a7b2-54bf6483bcd3,052527,dist,1948,Ductile Iron,RG,CL,11.000000000000000,S,153.216661869259000
93,8370348a-f6f5-11ec-8b3b-54bf6483bcd3,074403,dist,1980,Cast Iron,CJ,CL,7.000000000000000,S,808.372909713343000
94,8370d0c6-f6f5-11ec-b876-54bf6483bcd3,074403,dist,1962,Cast Iron,,,6.000000000000000,S,1208.553617655350000
95,83714611-f6f5-11ec-b7d5-54bf6483bcd3,052505,dist,1960,Ductile Iron,RG,CL,7.000000000000000,S,173.847557129034000
96,8371e231-f6f5-11ec-b407-54bf6483bcd3,052524,dist,1981,Cast Iron,CJ,CL,7.000000000000000,S,45.750728934031000
97,83725767-f6f5-11ec-b96d-54bf6483bcd3,075504,dist,1980,Steel,WJ,,9.000000000000000,S,236.863535807337000
98,8372cc8e-f6f5-11ec-93ce-54bf6483bcd3,062628,dist,1987,Cast Iron,CJ,CL,1.000000000000000,S,345.244125219713000
99,837368db-f6f5-11ec-bca9-54bf6483bcd3,062649,dist,1978,Ductile Iron,RG,CL,6.000000000000000,S,116.000353510192000
100,8373ddfd-f6f5-11ec-9597-54bf6483bcd3,052527,dist,1994,Ductile Iron,RG,CL,3.000000000000000,S,275.293864280443000
101,8374533a-f6f5-11ec-bbce-54bf6483bcd3,074408,dist,1982,Ductile Iron,,CL,8.000000000000000,S,239.832485665241000
102,8374ef6e-f6f5-11ec-a8a7-54bf6483bcd3,074408,dist,2006,Cast Iron,CJ,,13.000000000000000,M,160.640527422101000
103,837564a0-f6f5-11ec-a101-54bf6483bcd3,074408,dist,1995,Cast Iron,CJ,,6.000000000000000,S,164.825822171570000
104,8375ffb4-f6f5-11ec-aba9-54bf6483bcd3,074408,dist,1997,Cast Iron,CJ,CL,9.000000000000000,S,161.585109406614000
105,837674e2-f6f5-11ec-bc1f-54bf6483bcd3,062649,dist,1978,Steel,,,4.000000000000000,S,1721.248871616870000
106,83771123-f6f5-11ec-ac8c-54bf6483bcd3,074004,dist,1991,Ductile Iron,,CL,2.000000000000000,S,1485.580193791010000
107,83778653-f6f5-11ec-95c1-54bf6483bcd3,062648,dist,1951,Cast Iron,CJ,CL,15.000000000000000,M,459.075281572163000
108,837823bb-f6f5-11ec-9a8e-54bf6483bcd3,052513,dist,1978,Ductile Iron,,CL,4.000000000000000,S,139.584155485497000
109,83789910-f6f5-11ec-b426-54bf6483bcd3,052521,dist,1967,Steel,WJ,CL,21.000000000000000,M,177.687351007345000
110,837934f4-f6f5-11ec-99e5-54bf6483bcd3,075607,dist,1983,Ductile Iron,,CL,1.000000000000000,S,208.176632681031000
111,8379aa72-f6f5-11ec-9812-54bf6483bcd3,052518,dist,1992,Cast Iron,CJ,CL,3.000000000000000,S,2521.512692291640000
112,837a1f90-f6f5-11ec-9e42-54bf6483bcd3,052531,dist,1988,Ductile Iron,,CL,24.000000000000000,M,323.020306007675000
113,837abbde-f6f5-11ec-8932-54bf6483bcd3,052511,dist,1968,Steel,WJ,,14.000000000000000,M,454.658106890654000
114,837b30df-f6f5-11ec-a9e8-54bf6483bcd3,052511,dist,1969,Steel,,,22.000000000000000,M,255.858509160293000
115,837ba5fd-f6f5-11ec-8806-54bf6483bcd3,062652,dist,1973,Cast Iron,RG,,8.000000000000000,S,1154.188603071180000
116,837c4236-f6f5-11ec-947a-54bf6483bcd3,062652,dist,1981,Steel,,,22.000000000000000,M,1041.264434557620000
117,837cb76b-f6f5-11ec-b5c9-54bf6483bcd3,062652,dist,1958,Steel,,CL,12.000000000000000,S,211.211937361386000
118,837d53e0-f6f5-11ec-8dc0-54bf6483bcd3,062651,dist,2004,Cast Iron,CJ,,7.000000000000000,S,518.460576954228000
119,837dc91e-f6f5-11ec-adc8-54bf6483bcd3,052533,dist,1997,Ductile Iron,RG,CL,6.000000000000000,S,53.154340415616200
120,837e3e49-f6f5-11ec-b29c-54bf6483bcd3,075504,dist,1979,Ductile Iron,RG,CL,1.000000000000000,S,427.535000346381000
121,837eb37a-f6f5-11ec-91ce-54bf6483bcd3,052511,dist,1984,Cast Iron,CJ,CL,2.000000000000000,S,189.095554191598000
122,837f289e-f6f5-11ec-b7f6-54bf6483bcd3,075607,dist,1959,Ductile Iron,RG,CL,8.000000000000000,S,130.811935758885000
123,837fc4dd-f6f5-11ec-b7c0-54bf6483bcd3,062631,dist,1944,Steel,,CL,18.000000000000000,M,570.760792666190000
124,83803a20-f6f5-11ec-a491-54bf6483bcd3,063806,dist,2010,Cast Iron,,CL,21.000000000000000,M,294.633552417719000
125,8380af3f-f6f5-11ec-8d02-54bf6483bcd3,062651,dist,1986,Steel,,CL,18.000000000000000,M,654.453747159319000
126,83812471-f6f5-11ec-b324-54bf6483bcd3,075516,dist,1977,Ductile Iron,,CL,12.000000000000000,S,2756.493233093270000
127,8381bffa-f6f5-11ec-92f5-54bf6483bcd3,052421,dist,1988,Ductile Iron,,CL,1.000000000000000,S,2222.004096971460000
128,838235dd-f6f5-11ec-a382-54bf6483bcd3,075607,dist,1989,Cast Iron,RG,CL,12.000000000000000,S,302.192835728378000
129,8382d220-f6f5-11ec-bba5-54bf6483bcd3,075403,dist,1982,Steel,,,13.000000000000000,M,160.151337229217000
130,8383474e-f6f5-11ec-88ad-54bf6483bcd3,075403,dist,1963,Ductile Iron,,CL,21.000000000000000,M,288.017963128002000
131,8383bc94-f6f5-11ec-8a5e-54bf6483bcd3,075403,dist,1970,Steel,,,16.000000000000000,M,508.227666685417000
132,83845798-f6f5-11ec-b8c9-54bf6483bcd3,075403,dist,1975,Cast Iron,,CL,2.000000000000000,S,220.300131349348000
133,8384ccc4-f6f5-11ec-b039-54bf6483bcd3,075514,dist,1976,Ductile Iron,,CL,15.000000000000000,M,274.662959055350000
134,838541f7-f6f5-11ec-ba90-54bf6483bcd3,075505,dist,1968,Ductile Iron,RG,CL,15.000000000000000,M,1456.835952111430000
135,8385de32-f6f5-11ec-8ccc-54bf6483bcd3,062631,dist,1976,Cast Iron,CJ,,4.000000000000000,S,1466.402142875080000
136,83865364-f6f5-11ec-9ad0-54bf6483bcd3,075513,dist,1966,Steel,,CL,19.000000000000000,M,195.745441268848000
137,838716b4-f6f5-11ec-9b8c-54bf6483bcd3,063903,dist,2004,Cast Iron,,,8.000000000000000,S,278.129155882495000
138,83878be4-f6f5-11ec-a694-54bf6483bcd3,063908,dist,1967,Cast Iron,RG,,22.000000000000000,M,217.523208202252000
139,83880116-f6f5-11ec-b5ea-54bf6483bcd3,052531,dist,1947,Cast Iron,CJ,,6.000000000000000,S,351.473553308752000
140,83889d52-f6f5-11ec-8889-54bf6483bcd3,052527,dist,1979,Ductile Iron,,CL,2.000000000000000,S,390.180844375860000
141,838913c0-f6f5-11ec-bd6b-54bf6483bcd3,052526,dist,1963,Steel,WJ,CL,10.000000000000000,S,852.819180050880000
142,8389b002-f6f5-11ec-b6d6-54bf6483bcd3,063903,dist,1976,Ductile Iron,RG,,6.000000000000000,S,717.894846480484000
143,838a2527-f6f5-11ec-94cf-54bf6483bcd3,062630,dist,1952,Cast Iron,CJ,CL,4.000000000000000,S,641.119663311520000
144,838a9a53-f6f5-11ec-bac0-54bf6483bcd3,062630,dist,1942,Ductile Iron,,CL,1.000000000000000,S,171.717312914020000
145,838b35f8-f6f5-11ec-a41c-54bf6483bcd3,062629,dist,1993,Ductile Iron,RG,CL,2.000000000000000,S,280.946406221355000
146,838bd2df-f6f5-11ec-8875-54bf6483bcd3,075518,dist,1962,Ductile Iron,,CL,11.000000000000000,S,2539.274362237240000
147,838c47fd-f6f5-11ec-9a45-54bf6483bcd3,063007,dist,1944,Ductile Iron,,CL,11.000000000000000,S,1009.792561843130000
148,838ce45e-f6f5-11ec-abbd-54bf6483bcd3,074005,dist,1989,Steel,WJ,,9.000000000000000,S,968.843625173100000
149,838d5972-f6f5-11ec-8da7-54bf6483bcd3,074004,dist,1953,Ductile Iron,,CL,12.000000000000000,S,937.813986959939000
150,838df5c6-f6f5-11ec-9124-54bf6483bcd3,074004,dist,1956,Cast Iron,CJ,,3.000000000000000,S,276.607162473182000
151,838e90ce-f6f5-11ec-aa2d-54bf6483bcd3,075516,dist,1974,Ductile Iron,RG,CL,11.000000000000000,S,1840.467127807760000
152,838f05e8-f6f5-11ec-9797-54bf6483bcd3,062630,dist,1999,Cast Iron,RG,,14.000000000000000,M,870.838364032298000
153,838fa238-f6f5-11ec-9336-54bf6483bcd3,062651,dist,1975,Ductile Iron,,CL,3.000000000000000,S,203.981128518133000
154,8390666d-f6f5-11ec-98d6-54bf6483bcd3,075002,dist,1951,Ductile Iron,RG,CL,12.000000000000000,S,3932.271046509560000
155,8390dba4-f6f5-11ec-a4c8-54bf6483bcd3,074406,dist,1988,Ductile Iron,RG,CL,11.000000000000000,S,744.096816425178000
156,839177d7-f6f5-11ec-a0a8-54bf6483bcd3,052511,dist,1953,Ductile Iron,,CL,9.000000000000000,S,1656.777864860770000
157,8391ed12-f6f5-11ec-9f4d-54bf6483bcd3,052511,dist,1956,Ductile Iron,,CL,8.000000000000000,S,348.035106897489000
158,8392624a-f6f5-11ec-809c-54bf6483bcd3,063902,dist,1980,Ductile Iron,RG,CL,2.000000000000000,S,243.398060836033000
159,83937d80-f6f5-11ec-a2db-54bf6483bcd3,074806,dist,1994,Ductile Iron,,CL,10.000000000000000,S,2555.509566807730000
160,8393f2b4-f6f5-11ec-88ed-54bf6483bcd3,074902,dist,1952,Ductile Iron,,CL,1.000000000000000,S,2091.768713352900000
161,839467e4-f6f5-11ec-a623-54bf6483bcd3,052527,dist,1968,Cast Iron,,,8.000000000000000,S,251.245792930399000
162,83950542-f6f5-11ec-93bb-54bf6483bcd3,052524,dist,1940,Cast Iron,,CL,6.000000000000000,S,1200.572202556110000
163,83957a6f-f6f5-11ec-a80f-54bf6483bcd3,062629,dist,2007,Ductile Iron,,CL,4.000000000000000,S,265.181743702191000
164,8395efad-f6f5-11ec-9ab0-54bf6483bcd3,062610,dist,1994,Cast Iron,CJ,CL,17.000000000000000,M,2200.927918569460000
165,839664d3-f6f5-11ec-815a-54bf6483bcd3,063902,dist,1977,Ductile Iron,,CL,12.000000000000000,S,1048.761289247530000
166,8397010a-f6f5-11ec-961b-54bf6483bcd3,052511,dist,1955,Ductile Iron,RG,CL,10.000000000000000,S,252.570208964301000
167,83977647-f6f5-11ec-ba24-54bf6483bcd3,062652,dist,1972,Ductile Iron,RG,CL,11.000000000000000,S,194.395261252945000
168,839812b3-f6f5-11ec-8948-54bf6483bcd3,062627,dist,1978,Cast Iron,CJ,,5.000000000000000,S,1216.235659363380000
169,839887b3-f6f5-11ec-ba69-54bf6483bcd3,063806,dist,1997,High Density Polyethylene,FUSED,,14.000000000000000,M,923.529108767998000
170,8398fce2-f6f5-11ec-b11c-54bf6483bcd3,074502,dist,1980,Steel,,CL,11.000000000000000,S,1693.802715703970000
171,839997ff-f6f5-11ec-9aaa-54bf6483bcd3,074602,dist,1965,Ductile Iron,,CL,7.000000000000000,S,98.849207702078300
172,839a3564-f6f5-11ec-930f-54bf6483bcd3,052533,dist,1914,Cast Iron,,,8.000000000000000,S,521.145072918161000
173,839aaa9f-f6f5-11ec-8f1e-54bf6483bcd3,075403,dist,1996,Cast Iron,CJ,,12.000000000000000,S,240.124149089713000
174,839b1fc5-f6f5-11ec-9a2c-54bf6483bcd3,062630,dist,1969,Cast Iron,,CL,20.000000000000000,M,438.820041563524000
175,839bbc0b-f6f5-11ec-a0f4-54bf6483bcd3,052523,dist,1975,Ductile Iron,,CL,7.000000000000000,S,423.692512743179000
176,839c3135-f6f5-11ec-8fd5-54bf6483bcd3,052417,dist,2005,Cast Iron,CJ,,17.000000000000000,M,159.493755307495000
177,839ca671-f6f5-11ec-942e-54bf6483bcd3,075513,dist,1950,Ductile Iron,RG,CL,6.000000000000000,S,315.978119028181000
178,839d42b2-f6f5-11ec-bb28-54bf6483bcd3,074406,dist,1961,Steel,,CL,19.000000000000000,M,482.352623244684000
179,839db7de-f6f5-11ec-a344-54bf6483bcd3,074406,dist,1998,Ductile Iron,,CL,3.000000000000000,S,616.753136036049000
180,839e541f-f6f5-11ec-a530-54bf6483bcd3,075606,dist,1978,Ductile Iron,,CL,3.000000000000000,S,885.295577347723000
181,839ec950-f6f5-11ec-b812-54bf6483bcd3,074107,dist,1954,Cast Iron,,,8.000000000000000,S,195.242790637384000
182,839f6591-f6f5-11ec-8243-54bf6483bcd3,062627,dist,1976,Ductile Iron,,CL,9.000000000000000,S,1756.292010126780000
183,839fdabd-f6f5-11ec-933f-54bf6483bcd3,052533,dist,1960,Cast Iron,CJ,CL,4.000000000000000,S,1449.332572623920000
184,83a04ff0-f6f5-11ec-8c06-54bf6483bcd3,052530,dist,1954,Steel,,CL,22.000000000000000,M,1018.746421740200000
185,83a0eb04-f6f5-11ec-bd5d-54bf6483bcd3,074110,dist,1937,Ductile Iron,RG,CL,4.000000000000000,S,995.025950719411000
186,83a18742-f6f5-11ec-b2f3-54bf6483bcd3,074110,dist,1959,Cast Iron,CJ,,10.000000000000000,S,1655.806055691360000
187,83a1fc70-f6f5-11ec-a085-54bf6483bcd3,074109,dist,1980,Cast Iron,,CL,16.000000000000000,M,498.534892802653000
188,83a271a2-f6f5-11ec-8504-54bf6483bcd3,074110,dist,1979,Cast Iron,,CL,4.000000000000000,S,427.204734863557000
189,83a30f1a-f6f5-11ec-b53a-54bf6483bcd3,075603,dist,1990,Ductile Iron,,CL,11.000000000000000,S,888.820953020779000
190,83a38446-f6f5-11ec-965d-54bf6483bcd3,063908,dist,2005,Steel,,CL,20.000000000000000,M,61.158707066208700
191,83a3f977-f6f5-11ec-a3d9-54bf6483bcd3,075607,dist,1971,Ductile Iron,,CL,11.000000000000000,S,382.837850629449000
192,83a46ea1-f6f5-11ec-b4f5-54bf6483bcd3,075513,dist,1974,Ductile Iron,,CL,1.000000000000000,S,196.780357690420000
193,83a50adc-f6f5-11ec-a2b6-54bf6483bcd3,052511,dist,1936,Ductile Iron,,CL,19.000000000000000,M,1898.641705085230000
194,83a58019-f6f5-11ec-833b-54bf6483bcd3,052513,dist,1976,Cast Iron,CJ,,5.000000000000000,S,330.688845844166000
195,83a5f53d-f6f5-11ec-bd05-54bf6483bcd3,063007,dist,1958,Ductile Iron,,CL,10.000000000000000,S,1238.138795975890000
196,83a6917f-f6f5-11ec-b19e-54bf6483bcd3,074902,dist,1999,Ductile Iron,,CL,12.000000000000000,S,5760.035801717650000
197,83a706ae-f6f5-11ec-8c54-54bf6483bcd3,074200,dist,1958,Cast Iron,RG,CL,16.000000000000000,M,3348.862963301200000
198,83a77bde-f6f5-11ec-9a9c-54bf6483bcd3,074004,dist,2019,Ductile Iron,,CL,11.000000000000000,S,868.645835473253000
199,83a816f2-f6f5-11ec-8a09-54bf6483bcd3,074003,dist,1987,Cast Iron,RG,CL,12.000000000000000,S,2513.001034091600000
200,83a88c1b-f6f5-11ec-982a-54bf6483bcd3,074004,dist,1989,Cast Iron,,CL,11.000000000000000,S,320.797623767867000
201,83a90153-f6f5-11ec-ba24-54bf6483bcd3,074004,dist,1955,Cast Iron,,CL,1.000000000000000,S,325.869800098159000
